,ID,EC number,reaction,flux
2651,INORGPYROPHOSPHAT_RXN_c8,3.6.1.1,0.65 PPI_c8 + WATER_c8 + 0.35 aPPI_c8 --> 0.75 PROTON_c8 + 1.4 Pi_c8 + 0.6 aPi_c8,0.0
2652,INORGPYROPHOSPHAT_RXN_c9,3.6.1.1,0.65 PPI_c9 + WATER_c9 + 0.35 aPPI_c9 --> 0.75 PROTON_c9 + 1.4 Pi_c9 + 0.6 aPi_c9,0.0
2653,INORGPYROPHOSPHAT_RXN_c6,3.6.1.1,0.65 PPI_c6 + WATER_c6 + 0.35 aPPI_c6 --> 0.75 PROTON_c6 + 1.4 Pi_c6 + 0.6 aPi_c6,0.0
2654,INORGPYROPHOSPHAT_RXN_c7,3.6.1.1,0.65 PPI_c7 + WATER_c7 + 0.35 aPPI_c7 --> 0.75 PROTON_c7 + 1.4 Pi_c7 + 0.6 aPi_c7,0.0
2655,INORGPYROPHOSPHAT_RXN_c4,3.6.1.1,0.65 PPI_c4 + WATER_c4 + 0.35 aPPI_c4 --> 0.75 PROTON_c4 + 1.4 Pi_c4 + 0.6 aPi_c4,0.0
2656,INORGPYROPHOSPHAT_RXN_c5,3.6.1.1,0.65 PPI_c5 + WATER_c5 + 0.35 aPPI_c5 --> 0.75 PROTON_c5 + 1.4 Pi_c5 + 0.6 aPi_c5,0.0
2657,CIT_ISOCITRATE_mc8,NA,CIT_m8 + THREO_DS_ISO_CITRATE_c8 <=> CIT_c8 + THREO_DS_ISO_CITRATE_m8,0.0
2658,CIT_ISOCITRATE_mc9,NA,CIT_m9 + THREO_DS_ISO_CITRATE_c9 <=> CIT_c9 + THREO_DS_ISO_CITRATE_m9,0.0
2659,CIT_ISOCITRATE_mc6,NA,CIT_m6 + THREO_DS_ISO_CITRATE_c6 <=> CIT_c6 + THREO_DS_ISO_CITRATE_m6,0.0
2660,CIT_ISOCITRATE_mc7,NA,CIT_m7 + THREO_DS_ISO_CITRATE_c7 <=> CIT_c7 + THREO_DS_ISO_CITRATE_m7,0.0
2661,sILE_biomass9,NA,ILE_c9 --> sILE_b9,0.0
2662,CIT_ISOCITRATE_mc1,NA,CIT_m1 + THREO_DS_ISO_CITRATE_c1 <=> CIT_c1 + THREO_DS_ISO_CITRATE_m1,0.0
2663,CIT_ISOCITRATE_mc4,NA,CIT_m4 + THREO_DS_ISO_CITRATE_c4 <=> CIT_c4 + THREO_DS_ISO_CITRATE_m4,0.0
2664,CIT_ISOCITRATE_mc5,NA,CIT_m5 + THREO_DS_ISO_CITRATE_c5 <=> CIT_c5 + THREO_DS_ISO_CITRATE_m5,0.0
2665,CIT_ISOCITRATE_mc2,NA,CIT_m2 + THREO_DS_ISO_CITRATE_c2 <=> CIT_c2 + THREO_DS_ISO_CITRATE_m2,0.0
2666,CIT_ISOCITRATE_mc3,NA,CIT_m3 + THREO_DS_ISO_CITRATE_c3 <=> CIT_c3 + THREO_DS_ISO_CITRATE_m3,0.0
2667,2_METHYL_ACETO_ACETYL_COA_xc9,NA,2_METHYL_ACETO_ACETYL_COA_x9 <=> 2_METHYL_ACETO_ACETYL_COA_c9,0.0
2668,sILE_biomass1,NA,ILE_c1 --> sILE_b1,0.0
2669,sILE_biomass2,NA,ILE_c2 --> sILE_b2,0.0
2670,sILE_biomass3,NA,ILE_c3 --> sILE_b3,0.0
2671,sILE_biomass4,NA,ILE_c4 --> sILE_b4,0.0
2672,sILE_biomass5,NA,ILE_c5 --> sILE_b5,0.0
2673,sILE_biomass6,NA,ILE_c6 --> sILE_b6,0.0
2674,sILE_biomass7,NA,ILE_c7 --> sILE_b7,0.0
2675,sILE_biomass8,NA,ILE_c8 --> sILE_b8,0.0
2676,2_METHYL_ACETO_ACETYL_COA_xc3,NA,2_METHYL_ACETO_ACETYL_COA_x3 <=> 2_METHYL_ACETO_ACETYL_COA_c3,0.0
2677,DIHYDROPICRED_RXN_NADP_p10,1.3.1.26,2_3_DIHYDRODIPICOLINATE_p10 + NADPH_p10 + PROTON_p10 --> DELTA1_PIPERIDEINE_2_6_DICARBOXYLATE_p10 + NADP_p10,0.0
2678,2_METHYL_ACETO_ACETYL_COA_xc4,NA,2_METHYL_ACETO_ACETYL_COA_x4 <=> 2_METHYL_ACETO_ACETYL_COA_c4,0.0
2679,2_METHYL_ACETO_ACETYL_COA_xc1,NA,2_METHYL_ACETO_ACETYL_COA_x1 <=> 2_METHYL_ACETO_ACETYL_COA_c1,0.0
2680,2_METHYL_ACETO_ACETYL_COA_xc2,NA,2_METHYL_ACETO_ACETYL_COA_x2 <=> 2_METHYL_ACETO_ACETYL_COA_c2,0.0
2681,2_METHYL_ACETO_ACETYL_COA_xc7,NA,2_METHYL_ACETO_ACETYL_COA_x7 <=> 2_METHYL_ACETO_ACETYL_COA_c7,0.0
2682,2_METHYL_ACETO_ACETYL_COA_xc8,NA,2_METHYL_ACETO_ACETYL_COA_x8 <=> 2_METHYL_ACETO_ACETYL_COA_c8,0.0
2683,2_METHYL_ACETO_ACETYL_COA_xc5,NA,2_METHYL_ACETO_ACETYL_COA_x5 <=> 2_METHYL_ACETO_ACETYL_COA_c5,0.0
2684,2_METHYL_ACETO_ACETYL_COA_xc6,NA,2_METHYL_ACETO_ACETYL_COA_x6 <=> 2_METHYL_ACETO_ACETYL_COA_c6,0.0
2685,HISTIDPHOS_RXN_p10,3.1.3.15,L_HISTIDINOL_P_p10 + WATER_p10 --> HISTIDINOL_p10 + Pi_p10,0.0
2686,CYSPH_RXN_p1,2.5.1,CYS_p1 + O_PHOSPHO_L_HOMOSERINE_p1 --> L_CYSTATHIONINE_p1 + Pi_p1,0.001401957938614709
2687,NITRATE_vc8,NA,NITRATE_v8 --> NITRATE_c8,0.0
2688,NITRATE_vc9,NA,NITRATE_v9 --> NITRATE_c9,0.0
2689,NITRATE_vc6,NA,NITRATE_v6 --> NITRATE_c6,0.0
2690,NITRATE_vc7,NA,NITRATE_v7 --> NITRATE_c7,0.0
2691,NITRATE_vc4,NA,NITRATE_v4 --> NITRATE_c4,0.0
2692,6PGLUCONOLACT_RXN_c10,3.1.1.31,D_6_P_GLUCONO_DELTA_LACTONE_c10 + WATER_c10 --> CPD_2961_c10 + PROTON_c10,2.3980507412350422
2693,NITRATE_vc5,NA,NITRATE_v5 --> NITRATE_c5,0.0
2694,NITRATE_vc2,NA,NITRATE_v2 --> NITRATE_c2,0.0
2695,NITRATE_vc3,NA,NITRATE_v3 --> NITRATE_c3,0.0
2696,NITRATE_vc1,NA,NITRATE_v1 --> NITRATE_c1,0.0
2697,PHENYLALANINE_TRNA_LIGASE_RXN_c8,6.1.1.20,0.65 ATP_c8 + PHE_c8 + PHE_tRNAs_c8 + PROTON_c8 + 0.35 aATP_c8 --> AMP_c8 + Charged_PHE_tRNAs_c8 + 0.65 PPI_c8 + 0.35 aPPI_c8,0.0004121726130226164
2698,CTPSYN_RXN_p2,6.3.4.2,0.9 ATP_p2 + GLN_p2 + 0.18 UTP_p2 + WATER_p2 + 0.1 aATP_p2 + 0.82 aUTP_p2 --> 0.8 ADP_p2 + 0.79 CTP_p2 + GLT_p2 + 3.51 PROTON_p2 + Pi_p2 + 0.2 aADP_p2 + 0.21 aCTP_p2,0.0
2699,PHENYLALANINE_TRNA_LIGASE_RXN_c9,6.1.1.20,0.65 ATP_c9 + PHE_c9 + PHE_tRNAs_c9 + PROTON_c9 + 0.35 aATP_c9 --> AMP_c9 + Charged_PHE_tRNAs_c9 + 0.65 PPI_c9 + 0.35 aPPI_c9,0.0001325106107622575
2700,CTPSYN_RXN_p3,6.3.4.2,0.9 ATP_p3 + GLN_p3 + 0.18 UTP_p3 + WATER_p3 + 0.1 aATP_p3 + 0.82 aUTP_p3 --> 0.8 ADP_p3 + 0.79 CTP_p3 + GLT_p3 + 3.51 PROTON_p3 + Pi_p3 + 0.2 aADP_p3 + 0.21 aCTP_p3,0.0
2701,CTPSYN_RXN_p1,6.3.4.2,0.9 ATP_p1 + GLN_p1 + 0.18 UTP_p1 + WATER_p1 + 0.1 aATP_p1 + 0.82 aUTP_p1 --> 0.8 ADP_p1 + 0.79 CTP_p1 + GLT_p1 + 3.51 PROTON_p1 + Pi_p1 + 0.2 aADP_p1 + 0.21 aCTP_p1,0.0
2702,PHENYLALANINE_TRNA_LIGASE_RXN_c4,6.1.1.20,0.65 ATP_c4 + PHE_c4 + PHE_tRNAs_c4 + PROTON_c4 + 0.35 aATP_c4 --> AMP_c4 + Charged_PHE_tRNAs_c4 + 0.65 PPI_c4 + 0.35 aPPI_c4,0.005946304705369163
2703,CTPSYN_RXN_p6,6.3.4.2,0.9 ATP_p6 + GLN_p6 + 0.18 UTP_p6 + WATER_p6 + 0.1 aATP_p6 + 0.82 aUTP_p6 --> 0.8 ADP_p6 + 0.79 CTP_p6 + GLT_p6 + 3.51 PROTON_p6 + Pi_p6 + 0.2 aADP_p6 + 0.21 aCTP_p6,0.0
2704,PHENYLALANINE_TRNA_LIGASE_RXN_c5,6.1.1.20,0.65 ATP_c5 + PHE_c5 + PHE_tRNAs_c5 + PROTON_c5 + 0.35 aATP_c5 --> AMP_c5 + Charged_PHE_tRNAs_c5 + 0.65 PPI_c5 + 0.35 aPPI_c5,0.004707815780704889
2705,CTPSYN_RXN_p7,6.3.4.2,0.9 ATP_p7 + GLN_p7 + 0.18 UTP_p7 + WATER_p7 + 0.1 aATP_p7 + 0.82 aUTP_p7 --> 0.8 ADP_p7 + 0.79 CTP_p7 + GLT_p7 + 3.51 PROTON_p7 + Pi_p7 + 0.2 aADP_p7 + 0.21 aCTP_p7,0.0
2706,PHENYLALANINE_TRNA_LIGASE_RXN_c6,6.1.1.20,0.65 ATP_c6 + PHE_c6 + PHE_tRNAs_c6 + PROTON_c6 + 0.35 aATP_c6 --> AMP_c6 + Charged_PHE_tRNAs_c6 + 0.65 PPI_c6 + 0.35 aPPI_c6,0.0026074781171855693
2707,CTPSYN_RXN_p4,6.3.4.2,0.9 ATP_p4 + GLN_p4 + 0.18 UTP_p4 + WATER_p4 + 0.1 aATP_p4 + 0.82 aUTP_p4 --> 0.8 ADP_p4 + 0.79 CTP_p4 + GLT_p4 + 3.51 PROTON_p4 + Pi_p4 + 0.2 aADP_p4 + 0.21 aCTP_p4,0.0
2708,PHENYLALANINE_TRNA_LIGASE_RXN_c7,6.1.1.20,0.65 ATP_c7 + PHE_c7 + PHE_tRNAs_c7 + PROTON_c7 + 0.35 aATP_c7 --> AMP_c7 + Charged_PHE_tRNAs_c7 + 0.65 PPI_c7 + 0.35 aPPI_c7,0.0011232211366913423
2709,CTPSYN_RXN_p5,6.3.4.2,0.9 ATP_p5 + GLN_p5 + 0.18 UTP_p5 + WATER_p5 + 0.1 aATP_p5 + 0.82 aUTP_p5 --> 0.8 ADP_p5 + 0.79 CTP_p5 + GLT_p5 + 3.51 PROTON_p5 + Pi_p5 + 0.2 aADP_p5 + 0.21 aCTP_p5,0.0
2710,CYSPH_RXN_p5,2.5.1,CYS_p5 + O_PHOSPHO_L_HOMOSERINE_p5 --> L_CYSTATHIONINE_p5 + Pi_p5,0.0010659659155078868
2711,PHENYLALANINE_TRNA_LIGASE_RXN_c1,6.1.1.20,0.65 ATP_c1 + PHE_c1 + PHE_tRNAs_c1 + PROTON_c1 + 0.35 aATP_c1 --> AMP_c1 + Charged_PHE_tRNAs_c1 + 0.65 PPI_c1 + 0.35 aPPI_c1,0.002234878225648819
2712,CYSPH_RXN_p4,2.5.1,CYS_p4 + O_PHOSPHO_L_HOMOSERINE_p4 --> L_CYSTATHIONINE_p4 + Pi_p4,0.0
2713,PHENYLALANINE_TRNA_LIGASE_RXN_c2,6.1.1.20,0.65 ATP_c2 + PHE_c2 + PHE_tRNAs_c2 + PROTON_c2 + 0.35 aATP_c2 --> AMP_c2 + Charged_PHE_tRNAs_c2 + 0.65 PPI_c2 + 0.35 aPPI_c2,0.003454551543912072
2714,CTPSYN_RXN_p8,6.3.4.2,0.9 ATP_p8 + GLN_p8 + 0.18 UTP_p8 + WATER_p8 + 0.1 aATP_p8 + 0.82 aUTP_p8 --> 0.8 ADP_p8 + 0.79 CTP_p8 + GLT_p8 + 3.51 PROTON_p8 + Pi_p8 + 0.2 aADP_p8 + 0.21 aCTP_p8,0.0
2715,CYSPH_RXN_p3,2.5.1,CYS_p3 + O_PHOSPHO_L_HOMOSERINE_p3 --> L_CYSTATHIONINE_p3 + Pi_p3,0.002974677248096418
2716,PHENYLALANINE_TRNA_LIGASE_RXN_c3,6.1.1.20,0.65 ATP_c3 + PHE_c3 + PHE_tRNAs_c3 + PROTON_c3 + 0.35 aATP_c3 --> AMP_c3 + Charged_PHE_tRNAs_c3 + 0.65 PPI_c3 + 0.35 aPPI_c3,0.005150038608412637
2717,CTPSYN_RXN_p9,6.3.4.2,0.9 ATP_p9 + GLN_p9 + 0.18 UTP_p9 + WATER_p9 + 0.1 aATP_p9 + 0.82 aUTP_p9 --> 0.8 ADP_p9 + 0.79 CTP_p9 + GLT_p9 + 3.51 PROTON_p9 + Pi_p9 + 0.2 aADP_p9 + 0.21 aCTP_p9,0.0
2718,CYSPH_RXN_p2,2.5.1,CYS_p2 + O_PHOSPHO_L_HOMOSERINE_p2 --> L_CYSTATHIONINE_p2 + Pi_p2,0.0014819191389709495
2719,CYSPH_RXN_p9,2.5.1,CYS_p9 + O_PHOSPHO_L_HOMOSERINE_p9 --> L_CYSTATHIONINE_p9 + Pi_p9,0.00011195822788287209
2720,CYSPH_RXN_p8,2.5.1,CYS_p8 + O_PHOSPHO_L_HOMOSERINE_p8 --> L_CYSTATHIONINE_p8 + Pi_p8,0.0003482446807189986
2721,CYSPH_RXN_p7,2.5.1,CYS_p7 + O_PHOSPHO_L_HOMOSERINE_p7 --> L_CYSTATHIONINE_p7 + Pi_p7,0.003973706007612183
2722,CYSPH_RXN_p6,2.5.1,CYS_p6 + O_PHOSPHO_L_HOMOSERINE_p6 --> L_CYSTATHIONINE_p6 + Pi_p6,0.00019617727504568291
2723,L_ASCORBATE_PEROXIDASE_RXN_p6,1.11.1.11,ASCORBATE_p6 + HYDROGEN_PEROXIDE_p6 --> L_DEHYDRO_ASCORBATE_p6 + 2.0 WATER_p6,0.0
2724,PYRROLINECARBREDUCT_RXN_NADP_c6,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c6 + NADPH_c6 + PROTON_c6 --> NADP_c6 + PRO_c6,0.0
2725,L_ASCORBATE_PEROXIDASE_RXN_p5,1.11.1.11,ASCORBATE_p5 + HYDROGEN_PEROXIDE_p5 --> L_DEHYDRO_ASCORBATE_p5 + 2.0 WATER_p5,0.0
2726,PYRROLINECARBREDUCT_RXN_NADP_c5,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c5 + NADPH_c5 + PROTON_c5 --> NADP_c5 + PRO_c5,0.0
2727,L_ASCORBATE_PEROXIDASE_RXN_p4,1.11.1.11,ASCORBATE_p4 + HYDROGEN_PEROXIDE_p4 --> L_DEHYDRO_ASCORBATE_p4 + 2.0 WATER_p4,0.0
2728,3_DEHYDROQUINATE_SYNTHASE_RXN_p10,4.2.3.4,3_DEOXY_D_ARABINO_HEPTULOSONATE_7_P_p10 --> DEHYDROQUINATE_p10 + Pi_p10,3.6628204443286684e-05
2729,PYRROLINECARBREDUCT_RXN_NADP_c8,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c8 + NADPH_c8 + PROTON_c8 --> NADP_c8 + PRO_c8,0.0
2730,L_ASCORBATE_PEROXIDASE_RXN_p3,1.11.1.11,ASCORBATE_p3 + HYDROGEN_PEROXIDE_p3 --> L_DEHYDRO_ASCORBATE_p3 + 2.0 WATER_p3,0.0
2731,PYRROLINECARBREDUCT_RXN_NADP_c7,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c7 + NADPH_c7 + PROTON_c7 --> NADP_c7 + PRO_c7,0.0
2732,L_ASCORBATE_PEROXIDASE_RXN_p2,1.11.1.11,ASCORBATE_p2 + HYDROGEN_PEROXIDE_p2 --> L_DEHYDRO_ASCORBATE_p2 + 2.0 WATER_p2,0.0
2733,PYRROLINECARBREDUCT_RXN_NADP_c2,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c2 + NADPH_c2 + PROTON_c2 --> NADP_c2 + PRO_c2,0.0
2734,L_ASCORBATE_PEROXIDASE_RXN_p1,1.11.1.11,ASCORBATE_p1 + HYDROGEN_PEROXIDE_p1 --> L_DEHYDRO_ASCORBATE_p1 + 2.0 WATER_p1,0.0
2735,PYRROLINECARBREDUCT_RXN_NADP_c1,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c1 + NADPH_c1 + PROTON_c1 --> NADP_c1 + PRO_c1,0.0
2736,PYRROLINECARBREDUCT_RXN_NADP_c4,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c4 + NADPH_c4 + PROTON_c4 --> NADP_c4 + PRO_c4,0.0
2737,GLN_PROTON_vc10,NA,GLN_c10 + 1.0218 PROTON_v10 --> 0.9782 GLN_v10 + PROTON_c10 + 0.0218 aGLN_v10,1.049111466071822
2738,PYRROLINECARBREDUCT_RXN_NADP_c3,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c3 + NADPH_c3 + PROTON_c3 --> NADP_c3 + PRO_c3,0.0
2739,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m7,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m7 --> 3_KETOBUTYRATE_m7 + ACETYL_COA_m7,0.0
2740,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m8,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m8 --> 3_KETOBUTYRATE_m8 + ACETYL_COA_m8,0.0
2741,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m9,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m9 --> 3_KETOBUTYRATE_m9 + ACETYL_COA_m9,0.0
2742,L_ASCORBATE_PEROXIDASE_RXN_p9,1.11.1.11,ASCORBATE_p9 + HYDROGEN_PEROXIDE_p9 --> L_DEHYDRO_ASCORBATE_p9 + 2.0 WATER_p9,0.0
2743,PYRROLINECARBREDUCT_RXN_NADP_c9,1.5.1.2,L_DELTA1_PYRROLINE_5_CARBOXYLATE_c9 + NADPH_c9 + PROTON_c9 --> NADP_c9 + PRO_c9,0.0
2744,L_ASCORBATE_PEROXIDASE_RXN_p8,1.11.1.11,ASCORBATE_p8 + HYDROGEN_PEROXIDE_p8 --> L_DEHYDRO_ASCORBATE_p8 + 2.0 WATER_p8,0.0
2745,L_ASCORBATE_PEROXIDASE_RXN_p7,1.11.1.11,ASCORBATE_p7 + HYDROGEN_PEROXIDE_p7 --> L_DEHYDRO_ASCORBATE_p7 + 2.0 WATER_p7,0.0
2746,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m1,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m1 --> 3_KETOBUTYRATE_m1 + ACETYL_COA_m1,0.0
2747,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m2,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m2 --> 3_KETOBUTYRATE_m2 + ACETYL_COA_m2,0.0
2748,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m3,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m3 --> 3_KETOBUTYRATE_m3 + ACETYL_COA_m3,0.0
2749,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m4,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m4 --> 3_KETOBUTYRATE_m4 + ACETYL_COA_m4,0.0
2750,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m5,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m5 --> 3_KETOBUTYRATE_m5 + ACETYL_COA_m5,0.0
2751,HYDROXYMETHYLGLUTARYL_COA_LYASE_RXN_m6,4.1.3.4,3_HYDROXY_3_METHYL_GLUTARYL_COA_m6 --> 3_KETOBUTYRATE_m6 + ACETYL_COA_m6,0.0
2752,PEPCARBOX_RXN_c3,4.1.1.31,HCO3_c3 + PHOSPHO_ENOL_PYRUVATE_c3 + 0.3 PROTON_c3 --> OXALACETIC_ACID_c3 + 0.7 Pi_c3 + 0.3 aPi_c3,0.0
2753,PEPCARBOX_RXN_c2,4.1.1.31,HCO3_c2 + PHOSPHO_ENOL_PYRUVATE_c2 + 0.3 PROTON_c2 --> OXALACETIC_ACID_c2 + 0.7 Pi_c2 + 0.3 aPi_c2,0.0
2754,PEPCARBOX_RXN_c5,4.1.1.31,HCO3_c5 + PHOSPHO_ENOL_PYRUVATE_c5 + 0.3 PROTON_c5 --> OXALACETIC_ACID_c5 + 0.7 Pi_c5 + 0.3 aPi_c5,0.7722399664205892
2755,PEPCARBOX_RXN_c4,4.1.1.31,HCO3_c4 + PHOSPHO_ENOL_PYRUVATE_c4 + 0.3 PROTON_c4 --> OXALACETIC_ACID_c4 + 0.7 Pi_c4 + 0.3 aPi_c4,1.8624838420382286
2756,PEPCARBOX_RXN_c7,4.1.1.31,HCO3_c7 + PHOSPHO_ENOL_PYRUVATE_c7 + 0.3 PROTON_c7 --> OXALACETIC_ACID_c7 + 0.7 Pi_c7 + 0.3 aPi_c7,0.06847109716606603
2757,PEPCARBOX_RXN_c6,4.1.1.31,HCO3_c6 + PHOSPHO_ENOL_PYRUVATE_c6 + 0.3 PROTON_c6 --> OXALACETIC_ACID_c6 + 0.7 Pi_c6 + 0.3 aPi_c6,0.3010467260323715
2758,PEPCARBOX_RXN_c9,4.1.1.31,HCO3_c9 + PHOSPHO_ENOL_PYRUVATE_c9 + 0.3 PROTON_c9 --> OXALACETIC_ACID_c9 + 0.7 Pi_c9 + 0.3 aPi_c9,0.0009811389542591087
2759,PEPCARBOX_RXN_c8,4.1.1.31,HCO3_c8 + PHOSPHO_ENOL_PYRUVATE_c8 + 0.3 PROTON_c8 --> OXALACETIC_ACID_c8 + 0.7 Pi_c8 + 0.3 aPi_c8,0.0003074637860684959
2760,pASN_biomass1,NA,Charged_ASN_tRNAs_c1 + Protein_polymerisation_cost_c1 + Protein_processing_cost_c1 + Protein_tranlocation_cost_c1 + WATER_c1 --> ASN_tRNAs_c1 + 2.0 PROTON_c1 + pASN_b1,0.0016326355795142394
2761,pASN_biomass2,NA,Charged_ASN_tRNAs_c2 + Protein_polymerisation_cost_c2 + Protein_processing_cost_c2 + Protein_tranlocation_cost_c2 + WATER_c2 --> ASN_tRNAs_c2 + 2.0 PROTON_c2 + pASN_b2,0.0025236380654338835
2762,pASN_biomass3,NA,Charged_ASN_tRNAs_c3 + Protein_polymerisation_cost_c3 + Protein_processing_cost_c3 + Protein_tranlocation_cost_c3 + WATER_c3 --> ASN_tRNAs_c3 + 2.0 PROTON_c3 + pASN_b3,0.003762234636084238
2763,pASN_biomass4,NA,Charged_ASN_tRNAs_c4 + Protein_polymerisation_cost_c4 + Protein_processing_cost_c4 + Protein_tranlocation_cost_c4 + WATER_c4 --> ASN_tRNAs_c4 + 2.0 PROTON_c4 + pASN_b4,0.004343927341186658
2764,pASN_biomass5,NA,Charged_ASN_tRNAs_c5 + Protein_polymerisation_cost_c5 + Protein_processing_cost_c5 + Protein_tranlocation_cost_c5 + WATER_c5 --> ASN_tRNAs_c5 + 2.0 PROTON_c5 + pASN_b5,0.0034391795746034452
2765,ISOBUTYRYL_COA_xc1,NA,ISOBUTYRYL_COA_x1 <=> ISOBUTYRYL_COA_c1,0.0
2766,ISOBUTYRYL_COA_xc2,NA,ISOBUTYRYL_COA_x2 <=> ISOBUTYRYL_COA_c2,0.0
2767,ISOBUTYRYL_COA_xc5,NA,ISOBUTYRYL_COA_x5 <=> ISOBUTYRYL_COA_c5,0.0
2768,ISOBUTYRYL_COA_xc6,NA,ISOBUTYRYL_COA_x6 <=> ISOBUTYRYL_COA_c6,0.0001262636029999984
2769,ISOBUTYRYL_COA_xc3,NA,ISOBUTYRYL_COA_x3 <=> ISOBUTYRYL_COA_c3,0.0
2770,ISOBUTYRYL_COA_xc4,NA,ISOBUTYRYL_COA_x4 <=> ISOBUTYRYL_COA_c4,0.0
2771,ISOBUTYRYL_COA_xc9,NA,ISOBUTYRYL_COA_x9 <=> ISOBUTYRYL_COA_c9,0.0
2772,ARG_LYS_mc9,NA,ARG_m9 + LYS_c9 <=> ARG_c9 + LYS_m9,0.0
2773,ISOBUTYRYL_COA_xc7,NA,ISOBUTYRYL_COA_x7 <=> ISOBUTYRYL_COA_c7,0.0010552089820000017
2774,ISOBUTYRYL_COA_xc8,NA,ISOBUTYRYL_COA_x8 <=> ISOBUTYRYL_COA_c8,0.0
2775,ARG_LYS_mc6,NA,ARG_m6 + LYS_c6 <=> ARG_c6 + LYS_m6,0.0
2776,ARG_LYS_mc5,NA,ARG_m5 + LYS_c5 <=> ARG_c5 + LYS_m5,0.0
2777,ARG_LYS_mc8,NA,ARG_m8 + LYS_c8 <=> ARG_c8 + LYS_m8,0.0
2778,GLYRIBONUCSYN_RXN_p10,6.3.4.13,0.5 5_P_BETA_D_RIBOSYL_AMINE_p10 + 0.9 ATP_p10 + GLY_p10 + 0.18 PROTON_p10 + 0.5 a5_P_BETA_D_RIBOSYL_AMINE_p10 + 0.1 aATP_p10 --> 0.42 5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p10 + 0.8 ADP_p10 + Pi_p10 + 0.58 a5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p10 + 0.2 aADP_p10,0.0
2779,ARG_LYS_mc7,NA,ARG_m7 + LYS_c7 <=> ARG_c7 + LYS_m7,0.0
2780,ARG_LYS_mc2,NA,ARG_m2 + LYS_c2 <=> ARG_c2 + LYS_m2,0.0
2781,ARG_LYS_mc1,NA,ARG_m1 + LYS_c1 <=> ARG_c1 + LYS_m1,0.0
2782,ARG_LYS_mc4,NA,ARG_m4 + LYS_c4 <=> ARG_c4 + LYS_m4,0.0
2783,ARG_LYS_mc3,NA,ARG_m3 + LYS_c3 <=> ARG_c3 + LYS_m3,0.0
2784,ACET_pc10,NA,ACET_p10 <=> ACET_c10,0.0
2785,GLYRIBONUCSYN_RXN_p9,6.3.4.13,0.5 5_P_BETA_D_RIBOSYL_AMINE_p9 + 0.9 ATP_p9 + GLY_p9 + 0.18 PROTON_p9 + 0.5 a5_P_BETA_D_RIBOSYL_AMINE_p9 + 0.1 aATP_p9 --> 0.42 5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p9 + 0.8 ADP_p9 + Pi_p9 + 0.58 a5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p9 + 0.2 aADP_p9,0.0
2786,GLYRIBONUCSYN_RXN_p7,6.3.4.13,0.5 5_P_BETA_D_RIBOSYL_AMINE_p7 + 0.9 ATP_p7 + GLY_p7 + 0.18 PROTON_p7 + 0.5 a5_P_BETA_D_RIBOSYL_AMINE_p7 + 0.1 aATP_p7 --> 0.42 5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p7 + 0.8 ADP_p7 + Pi_p7 + 0.58 a5_PHOSPHO_RIBOSYL_GLYCINEAMIDE_p7 + 0.2 aADP_p7,0.0
